DateTime,Temperature,Humidity,Rainfall,Wind,Solar
2026-04-24 05:00,38.89,28.2,0.01,5.26,905.65
2026-04-24 06:00,39.19,27.39,0.01,5.09,866.97
2026-04-24 07:00,39.25,27.17,0.01,5.41,750.1
2026-04-24 08:00,38.68,28.31,0.01,5.81,580.18
2026-04-24 09:00,37.16,31.21,0.0,6.0,371.13
2026-04-24 10:00,35.75,35.16,0.01,6.1,160.04
2026-04-24 11:00,34.04,41.04,0.01,6.22,17.48
2026-04-24 12:00,32.16,49.07,0.01,6.23,0.0
2026-04-24 13:00,31.21,55.24,0.02,5.9,0.0
2026-04-24 14:00,30.55,59.31,0.03,5.55,0.0
2026-04-24 15:00,29.9,62.91,0.03,5.41,0.0
2026-04-24 16:00,29.43,65.36,0.03,5.1,0.0
2026-04-24 17:00,29.02,68.03,0.03,4.78,0.0
2026-04-24 18:00,28.58,70.04,0.03,4.75,0.0
2026-04-24 19:00,28.26,71.31,0.04,4.65,0.0
2026-04-24 20:00,27.98,72.45,0.03,4.41,0.0
2026-04-24 21:00,27.7,73.93,0.04,4.18,0.0
2026-04-24 22:00,27.41,75.26,0.04,4.01,0.0
2026-04-24 23:00,27.38,76.17,0.11,4.1,34.32
